instance,family,n,m,p,seed,labelling,algorithm,bitset,mis_count,median_seconds,min_seconds,max_seconds,repeats,recursion_nodes,unproductive_calls,pivot_candidates,pivot_intersections,peak_kib
er_n26_p0.7_s2,er,26,223,0.7,2,random,bk_pivot_p,0,64,0.00015120906755328178,0.00014808308333158493,0.0001688748598098755,5,177,41,216,0,28.1
er_n26_p0.7_s2,er,26,223,0.7,2,random,bk_ikgp,0,64,0.0001746669877320528,0.00017170794308185577,0.00018454203382134438,5,137,20,194,194,28.0
er_n26_p0.7_s2,er,26,223,0.7,2,random,bk_basic_bit,1,64,0.0001660841517150402,0.00016499985940754414,0.0001742909662425518,5,224,,,,4.7
er_n26_p0.7_s2,er,26,223,0.7,2,random,bk_pivot_bit,1,64,0.00014899997040629387,0.00014837505295872688,0.0001541248057037592,5,151,,,,4.6
er_n26_p0.7_s2,er,26,223,0.7,2,random,bk_tomita_bit,1,64,0.00017895805649459362,0.00017799995839595795,0.0001829999964684248,5,122,,,,4.9
er_n26_p0.3_s3,er,26,89,0.3,3,random,bk_basic,0,374,0.005084082949906588,0.005008707987144589,0.00533904111944139,5,6957,5734,0,0,50.2
er_n26_p0.3_s3,er,26,89,0.3,3,random,bk_pivot,0,374,0.0013705419842153788,0.0013250841293483973,0.0014999171253293753,5,1414,355,3885,0,47.8
er_n26_p0.3_s3,er,26,89,0.3,3,random,bk_tomita,0,374,0.0014789998531341553,0.0014608749188482761,0.0015467500779777765,5,814,11,1831,1831,50.4
er_n26_p0.3_s3,er,26,89,0.3,3,random,bk_pivot_p,0,374,0.00148620898835361,0.0014416670892387629,0.0016018340829759836,5,1689,629,2831,0,47.8
er_n26_p0.3_s3,er,26,89,0.3,3,random,bk_ikgp,0,374,0.0016860829200595617,0.0015049169305711985,0.0017748749814927578,5,881,71,1758,1758,50.4
er_n26_p0.3_s3,er,26,89,0.3,3,random,bk_basic_bit,1,374,0.00393645791336894,0.003709999844431877,0.00419779191724956,5,6957,,,,7.8
er_n26_p0.3_s3,er,26,89,0.3,3,random,bk_pivot_bit,1,374,0.0013319579884409904,0.0013009170070290565,0.0014339170884341002,5,1550,,,,7.4
er_n26_p0.3_s3,er,26,89,0.3,3,random,bk_tomita_bit,1,374,0.0012249581050127745,0.0012237080372869968,0.0012511250097304583,5,828,,,,8.2
er_n26_p0.5_s3,er,26,156,0.5,3,random,bk_basic,0,110,0.0007013750728219748,0.0006100828759372234,0.0008119591511785984,5,966,680,0,0,32.5
er_n26_p0.5_s3,er,26,156,0.5,3,random,bk_pivot,0,110,0.0003360421396791935,0.0003215828910470009,0.00038608303293585777,5,372,100,884,0,32.3
er_n26_p0.5_s3,er,26,156,0.5,3,random,bk_tomita,0,110,0.0004437919706106186,0.00037575000897049904,0.00047791702672839165,5,235,7,521,521,32.4
er_n26_p0.5_s3,er,26,156,0.5,3,random,bk_pivot_p,0,110,0.00042537483386695385,0.00038941693492233753,0.0004492499865591526,5,433,159,681,0,32.3
er_n26_p0.5_s3,er,26,156,0.5,3,random,bk_ikgp,0,110,0.0004092911258339882,0.00036366586573421955,0.0005175410769879818,5,263,36,487,487,32.4
er_n26_p0.5_s3,er,26,156,0.5,3,random,bk_basic_bit,1,110,0.0005693330895155668,0.0005615002010017633,0.0005914159119129181,5,966,,,,6.5
er_n26_p0.5_s3,er,26,156,0.5,3,random,bk_pivot_bit,1,110,0.0003340838011354208,0.0003275421913713217,0.0003417080733925104,5,359,,,,6.3
er_n26_p0.5_s3,er,26,156,0.5,3,random,bk_tomita_bit,1,110,0.0004055839963257313,0.0003845419269055128,0.00045808288268744946,5,250,,,,6.9
er_n26_p0.7_s3,er,26,224,0.7,3,random,bk_basic,0,65,0.00016241706907749176,0.0001599169336259365,0.0002223330084234476,5,211,75,0,0,28.6
er_n26_p0.7_s3,er,26,224,0.7,3,random,bk_pivot,0,65,0.00015904102474451065,0.000147499842569232,0.00017754198051989079,5,165,34,279,0,28.6
er_n26_p0.7_s3,er,26,224,0.7,3,random,bk_tomita,0,65,0.00017041712999343872,0.00016487506218254566,0.0002013340126723051,5,125,6,221,221,28.5
er_n26_p0.7_s3,er,26,224,0.7,3,random,bk_pivot_p,0,65,0.0001502081286162138,0.0001461249776184559,0.00015891692601144314,5,179,47,206,0,28.5
er_n26_p0.7_s3,er,26,224,0.7,3,random,bk_ikgp,0,65,0.00016191694885492325,0.00016037514433264732,0.00016949977725744247,5,130,11,180,180,28.5
er_n26_p0.7_s3,er,26,224,0.7,3,random,bk_basic_bit,1,65,0.0001618748065084219,0.00016095908358693123,0.00017270795069634914,5,211,,,,4.7
er_n26_p0.7_s3,er,26,224,0.7,3,random,bk_pivot_bit,1,65,0.00015783286653459072,0.00015487498603761196,0.00016766716726124287,5,152,,,,4.6
er_n26_p0.7_s3,er,26,224,0.7,3,random,bk_tomita_bit,1,65,0.00020016590133309364,0.00018483400344848633,0.00021641608327627182,5,124,,,,5.0
ba_n26_m3_s1,ba,26,69,nan,1,random,bk_basic,0,363,0.03459358285181224,0.0345464579295367,0.035576666006818414,5,44852,43288,0,0,59.2
ba_n26_m3_s1,ba,26,69,nan,1,random,bk_pivot,0,363,0.0018306667916476727,0.00179237499833107,0.001998125109821558,5,1802,390,6761,0,57.7
ba_n26_m3_s1,ba,26,69,nan,1,random,bk_tomita,0,363,0.001311207888647914,0.001274291891604662,0.0014701660256832838,5,747,0,1786,1786,60.8
ba_n26_m3_s1,ba,26,69,nan,1,random,bk_pivot_p,0,363,0.0035912918392568827,0.0035351249389350414,0.0037566660903394222,5,3792,2372,9567,0,57.7
ba_n26_m3_s1,ba,26,69,nan,1,random,bk_ikgp,0,363,0.0013441250193864107,0.0013087079860270023,0.0014873750042170286,5,785,36,1792,1792,60.8
ba_n26_m3_s1,ba,26,69,nan,1,random,bk_basic_bit,1,363,0.019743582932278514,0.019593667006120086,0.020161791006103158,5,44852,,,,8.9
ba_n26_m3_s1,ba,26,69,nan,1,random,bk_pivot_bit,1,363,0.0016887080855667591,0.0015676668845117092,0.0018289589788764715,5,1740,,,,8.4
ba_n26_m3_s1,ba,26,69,nan,1,random,bk_tomita_bit,1,363,0.001509999856352806,0.0013862079940736294,0.0015527908690273762,5,801,,,,9.3
ba_n26_m3_s2,ba,26,69,nan,2,random,bk_basic,0,255,0.024516666075214744,0.022826333064585924,0.02660874999128282,5,29623,28327,0,0,52.9
ba_n26_m3_s2,ba,26,69,nan,2,random,bk_pivot,0,255,0.001776333199813962,0.0017215409316122532,0.0019505408126860857,5,1698,626,6528,0,51.7
ba_n26_m3_s2,ba,26,69,nan,2,random,bk_tomita,0,255,0.0011417919304221869,0.001046417048200965,0.0012464579194784164,5,574,1,1463,1463,53.3
ba_n26_m3_s2,ba,26,69,nan,2,random,bk_pivot_p,0,255,0.0021627501118928194,0.0021005000453442335,0.0022881668992340565,5,2327,1197,5594,0,51.7
ba_n26_m3_s2,ba,26,69,nan,2,random,bk_ikgp,0,255,0.0011282078921794891,0.001044166972860694,0.0011952081695199013,5,574,1,1455,1455,53.3
ba_n26_m3_s2,ba,26,69,nan,2,random,bk_basic_bit,1,255,0.013817792059853673,0.013381040887907147,0.014311374863609672,5,29623,,,,8.9
ba_n26_m3_s2,ba,26,69,nan,2,random,bk_pivot_bit,1,255,0.0009052089881151915,0.0009029160719364882,0.0009183748625218868,5,1026,,,,8.4
ba_n26_m3_s2,ba,26,69,nan,2,random,bk_tomita_bit,1,255,0.0009393328800797462,0.0009265418630093336,0.0009456251282244921,5,577,,,,9.3
ba_n26_m3_s3,ba,26,69,nan,3,random,bk_basic,0,171,0.05146358301863074,0.05088229104876518,0.05260683409869671,5,67380,66376,0,0,60.4
ba_n26_m3_s3,ba,26,69,nan,3,random,bk_pivot,0,171,0.0015490420628339052,0.001488666981458664,0.0016343339812010527,5,1376,492,6384,0,59.8
ba_n26_m3_s3,ba,26,69,nan,3,random,bk_tomita,0,171,0.0009304999839514494,0.0008669998496770859,0.001070499885827303,5,442,7,1329,1329,61.9
ba_n26_m3_s3,ba,26,69,nan,3,random,bk_pivot_p,0,171,0.004529832862317562,0.004098584176972508,0.005419624969363213,5,4269,3340,11246,0,59.8
ba_n26_m3_s3,ba,26,69,nan,3,random,bk_ikgp,0,171,0.001023750053718686,0.0010153751354664564,0.001144208014011383,5,479,40,1420,1420,61.9
ba_n26_m3_s3,ba,26,69,nan,3,random,bk_basic_bit,1,171,0.029125875094905496,0.028981833020225167,0.04063166701234877,5,67380,,,,9.8
ba_n26_m3_s3,ba,26,69,nan,3,random,bk_pivot_bit,1,171,0.001217750133946538,0.0012095840647816658,0.0012516670394688845,5,1717,,,,9.2
ba_n26_m3_s3,ba,26,69,nan,3,random,bk_tomita_bit,1,171,0.0007271249778568745,0.000723124947398901,0.0007361250463873148,5,425,,,,10.3
ws_n26_s1,ws,26,78,nan,1,random,bk_basic,0,590,0.0042415831703692675,0.004168833140283823,0.004509707912802696,5,5929,4262,0,0,65.1
ws_n26_s1,ws,26,78,nan,1,random,bk_pivot,0,590,0.0016975831240415573,0.0016620410606265068,0.0018599580507725477,5,1913,455,4349,0,64.4
ws_n26_s1,ws,26,78,nan,1,random,bk_tomita,0,590,0.0021059999708086252,0.001862791134044528,0.0022768748458474874,5,1000,7,1912,1912,65.4
ws_n26_s1,ws,26,78,nan,1,random,bk_pivot_p,0,590,0.0021264590322971344,0.002023375127464533,0.0024590420071035624,5,2236,758,3453,0,64.4
ws_n26_s1,ws,26,78,nan,1,random,bk_ikgp,0,590,0.0017545840237289667,0.0016610829625278711,0.0019268339965492487,5,1153,152,2056,2056,65.4
ws_n26_s1,ws,26,78,nan,1,random,bk_basic_bit,1,590,0.0031895001884549856,0.0031709170434623957,0.00330716697499156,5,5929,,,,7.5
ws_n26_s1,ws,26,78,nan,1,random,bk_pivot_bit,1,590,0.0012764160055667162,0.0012338750530034304,0.0013049999251961708,5,1241,,,,7.1
ws_n26_s1,ws,26,78,nan,1,random,bk_tomita_bit,1,590,0.001606374979019165,0.0015714999753981829,0.001634665997698903,5,1075,,,,7.8
ws_n26_s2,ws,26,78,nan,2,random,bk_basic,0,679,0.0036639170721173286,0.0034763331059366465,0.003785250009968877,5,5022,3239,0,0,68.9
ws_n26_s2,ws,26,78,nan,2,random,bk_pivot,0,679,0.0013368749059736729,0.0013111250009387732,0.0014546250458806753,5,1609,300,3072,0,69.6
ws_n26_s2,ws,26,78,nan,2,random,bk_tomita,0,679,0.001649749930948019,0.0015804159920662642,0.0017785830423235893,5,1121,6,1906,1906,69.6
ws_n26_s2,ws,26,78,nan,2,random,bk_pivot_p,0,679,0.0018840001430362463,0.001747707836329937,0.0019238339737057686,5,2213,818,3103,0,69.6
ws_n26_s2,ws,26,78,nan,2,random,bk_ikgp,0,679,0.0016750001814216375,0.001605000114068389,0.0018103329930454493,5,1255,134,2036,2036,69.6
ws_n26_s2,ws,26,78,nan,2,random,bk_basic_bit,1,679,0.0028931249398738146,0.002839042106643319,0.0029551249463111162,5,5022,,,,7.2
ws_n26_s2,ws,26,78,nan,2,random,bk_pivot_bit,1,679,0.0013150000013411045,0.0012811250053346157,0.0013541670050472021,5,1222,,,,6.7
ws_n26_s2,ws,26,78,nan,2,random,bk_tomita_bit,1,679,0.0016378751024603844,0.0016155000776052475,0.001665583811700344,5,1130,,,,7.3
ws_n26_s3,ws,26,78,nan,3,random,bk_basic,0,562,0.004870624979957938,0.004642500076442957,0.0050052918959409,5,6317,4554,0,0,60.6
ws_n26_s3,ws,26,78,nan,3,random,bk_pivot,0,562,0.001895291032269597,0.0017338749021291733,0.002040624851360917,5,1887,355,4483,0,59.8
ws_n26_s3,ws,26,78,nan,3,random,bk_tomita,0,562,0.0015781659167259932,0.001532499911263585,0.0019031669944524765,5,1010,21,1975,1975,60.9
ws_n26_s3,ws,26,78,nan,3,random,bk_pivot_p,0,562,0.002036415971815586,0.001969250151887536,0.00229704100638628,5,2282,704,3586,0,59.8
ws_n26_s3,ws,26,78,nan,3,random,bk_ikgp,0,562,0.002027624985203147,0.0019295839592814445,0.0020892079919576645,5,1244,224,2250,2250,60.9
ws_n26_s3,ws,26,78,nan,3,random,bk_basic_bit,1,562,0.0035494170151650906,0.0033365001436322927,0.003555125091224909,5,6317,,,,7.5
ws_n26_s3,ws,26,78,nan,3,random,bk_pivot_bit,1,562,0.0013022921048104763,0.0012790830805897713,0.0013240831904113293,5,1308,,,,7.2
ws_n26_s3,ws,26,78,nan,3,random,bk_tomita_bit,1,562,0.0015821249689906836,0.001574625028297305,0.0016070420388132334,5,1083,,,,7.8
er_n28_p0.3_s1,er,28,121,0.3,1,random,bk_basic,0,331,0.0042458330281078815,0.0041230840142816305,0.004448458086699247,5,5802,4733,0,0,57.6
er_n28_p0.3_s1,er,28,121,0.3,1,random,bk_pivot,0,331,0.0013392081018537283,0.0012818330433219671,0.001487333094701171,5,1396,383,3731,0,56.8
er_n28_p0.3_s1,er,28,121,0.3,1,random,bk_tomita,0,331,0.001095459097996354,0.0010471660643815994,0.0012655421160161495,5,665,11,1490,1490,59.3
er_n28_p0.3_s1,er,28,121,0.3,1,random,bk_pivot_p,0,331,0.001555624883621931,0.0014838750939816236,0.0016647081356495619,5,1719,711,2807,0,56.8
er_n28_p0.3_s1,er,28,121,0.3,1,random,bk_ikgp,0,331,0.0012300419621169567,0.0011414170730859041,0.001313582994043827,5,738,79,1444,1444,59.3
er_n28_p0.3_s1,er,28,121,0.3,1,random,bk_basic_bit,1,331,0.0029011250007897615,0.0028883330523967743,0.0029236250557005405,5,5802,,,,7.5
er_n28_p0.3_s1,er,28,121,0.3,1,random,bk_pivot_bit,1,331,0.0010409168899059296,0.0010212080087512732,0.0010465418454259634,5,1193,,,,7.2
er_n28_p0.3_s1,er,28,121,0.3,1,random,bk_tomita_bit,1,331,0.0010491670109331608,0.0010376248974353075,0.0010665839072316885,5,705,,,,7.9
er_n28_p0.5_s1,er,28,191,0.5,1,random,bk_basic,0,122,0.0007004169747233391,0.0006678751669824123,0.0008120411075651646,5,1030,711,0,0,35.5
er_n28_p0.5_s1,er,28,191,0.5,1,random,bk_pivot,0,122,0.0004360000602900982,0.0004266249015927315,0.0005165410693734884,5,476,157,1188,0,35.2
er_n28_p0.5_s1,er,28,191,0.5,1,random,bk_tomita,0,122,0.0005040830001235008,0.00045050005428493023,0.0005501250270754099,5,269,8,586,586,36.4
er_n28_p0.5_s1,er,28,191,0.5,1,random,bk_pivot_p,0,122,0.0004951669834554195,0.0004848330281674862,0.000550959026440978,5,587,271,829,0,35.3
er_n28_p0.5_s1,er,28,191,0.5,1,random,bk_ikgp,0,122,0.00042470800690352917,0.000409458065405488,0.0004757919814437628,5,301,43,528,528,36.4
er_n28_p0.5_s1,er,28,191,0.5,1,random,bk_basic_bit,1,122,0.0005838340148329735,0.0005763750523328781,0.0005912911146879196,5,1030,,,,6.6
er_n28_p0.5_s1,er,28,191,0.5,1,random,bk_pivot_bit,1,122,0.00037283310666680336,0.0003719581291079521,0.0003832918591797352,5,443,,,,6.4
er_n28_p0.5_s1,er,28,191,0.5,1,random,bk_tomita_bit,1,122,0.0003896669950336218,0.00038554100319743156,0.00039904192090034485,5,272,,,,6.9
er_n28_p0.7_s1,er,28,263,0.7,1,random,bk_basic,0,64,0.00018479092977941036,0.00017566606402397156,0.00024112500250339508,5,256,129,0,0,29.6
er_n28_p0.7_s1,er,28,263,0.7,1,random,bk_pivot,0,64,0.00017708400264382362,0.0001721251755952835,0.00020195799879729748,5,200,73,372,0,30.0
er_n28_p0.7_s1,er,28,263,0.7,1,random,bk_tomita,0,64,0.00019008293747901917,0.0001863751094788313,0.00021199998445808887,5,131,10,231,231,29.5
er_n28_p0.7_s1,er,28,263,0.7,1,random,bk_pivot_p,0,64,0.0001764169428497553,0.00017404090613126755,0.00018895813263952732,5,214,88,249,0,29.6
er_n28_p0.7_s1,er,28,263,0.7,1,random,bk_ikgp,0,64,0.0001837499439716339,0.00018158298917114735,0.00019116699695587158,5,142,21,202,202,29.5
er_n28_p0.7_s1,er,28,263,0.7,1,random,bk_basic_bit,1,64,0.0001849168911576271,0.00018420792184770107,0.00019537517800927162,5,256,,,,4.7
er_n28_p0.7_s1,er,28,263,0.7,1,random,bk_pivot_bit,1,64,0.00017266697250306606,0.00017141597345471382,0.00017608306370675564,5,181,,,,4.7
er_n28_p0.7_s1,er,28,263,0.7,1,random,bk_tomita_bit,1,64,0.00018858304247260094,0.00018795905634760857,0.00019675004296004772,5,129,,,,5.0
er_n28_p0.3_s2,er,28,111,0.3,2,random,bk_basic,0,285,0.007836041040718555,0.007793583907186985,0.008032209007069468,5,10681,9617,0,0,69.7
er_n28_p0.3_s2,er,28,111,0.3,2,random,bk_pivot,0,285,0.0014517498202621937,0.0013973340392112732,0.001603459008038044,5,1429,442,4811,0,70.1
er_n28_p0.3_s2,er,28,111,0.3,2,random,bk_tomita,0,285,0.0013085419777780771,0.0012415419332683086,0.0014510410837829113,5,692,20,1785,1785,70.1
er_n28_p0.3_s2,er,28,111,0.3,2,random,bk_pivot_p,0,285,0.0022501249331980944,0.002159500028938055,0.0024262501392513514,5,2441,1430,4669,0,70.1
er_n28_p0.3_s2,er,28,111,0.3,2,random,bk_ikgp,0,285,0.001399416010826826,0.0013406670186668634,0.0015430832281708717,5,825,145,1823,1823,70.1
er_n28_p0.3_s2,er,28,111,0.3,2,random,bk_basic_bit,1,285,0.005050041945651174,0.005005707964301109,0.005177832907065749,5,10681,,,,8.0
er_n28_p0.3_s2,er,28,111,0.3,2,random,bk_pivot_bit,1,285,0.0009835842065513134,0.0009778751991689205,0.0009984171483665705,5,1140,,,,7.5
er_n28_p0.3_s2,er,28,111,0.3,2,random,bk_tomita_bit,1,285,0.0010345829650759697,0.0010299158748239279,0.0010479169432073832,5,682,,,,8.3
er_n28_p0.5_s2,er,28,185,0.5,2,random,bk_basic,0,164,0.0006956248544156551,0.0006637498736381531,0.0008088329341262579,5,1003,583,0,0,33.1
er_n28_p0.5_s2,er,28,185,0.5,2,random,bk_pivot,0,164,0.0004386249929666519,0.0004223331343382597,0.0005056671798229218,5,489,97,1127,0,33.5
er_n28_p0.5_s2,er,28,185,0.5,2,random,bk_tomita,0,164,0.0005135000683367252,0.0004944999236613512,0.0005919160321354866,5,341,15,726,726,33.7
er_n28_p0.5_s2,er,28,185,0.5,2,random,bk_pivot_p,0,164,0.00046962499618530273,0.0004558749496936798,0.0005144579336047173,5,561,160,810,0,33.5
er_n28_p0.5_s2,er,28,185,0.5,2,random,bk_ikgp,0,164,0.0005135410465300083,0.0005002918187528849,0.0005515001248568296,5,386,58,629,629,33.7
er_n28_p0.5_s2,er,28,185,0.5,2,random,bk_basic_bit,1,164,0.0005845827981829643,0.0005826249253004789,0.0005996250547468662,5,1003,,,,6.6
er_n28_p0.5_s2,er,28,185,0.5,2,random,bk_pivot_bit,1,164,0.0003996659070253372,0.0003992910496890545,0.00040683289989829063,5,450,,,,6.3
er_n28_p0.5_s2,er,28,185,0.5,2,random,bk_tomita_bit,1,164,0.0004712911322712898,0.000470499973744154,0.0004914579913020134,5,338,,,,6.9
er_n28_p0.7_s2,er,28,260,0.7,2,random,bk_basic,0,71,0.00018704216927289963,0.00017687492072582245,0.00023920810781419277,5,258,107,0,0,31.0
er_n28_p0.7_s2,er,28,260,0.7,2,random,bk_pivot,0,71,0.0001727920025587082,0.0001674580853432417,0.000193500192835927,5,193,40,364,0,31.0
er_n28_p0.7_s2,er,28,260,0.7,2,random,bk_tomita,0,71,0.0001997910439968109,0.00019308296032249928,0.00022837496362626553,5,141,9,252,252,30.9
er_n28_p0.7_s2,er,28,260,0.7,2,random,bk_pivot_p,0,71,0.00017220806330442429,0.00016862503252923489,0.00018741702660918236,5,202,48,250,0,31.5
er_n28_p0.7_s2,er,28,260,0.7,2,random,bk_ikgp,0,71,0.0001924580428749323,0.000189624959602952,0.00020120805129408836,5,151,19,216,216,30.9
er_n28_p0.7_s2,er,28,260,0.7,2,random,bk_basic_bit,1,71,0.00019179098308086395,0.00019033299759030342,0.00019912514835596085,5,258,,,,4.7
er_n28_p0.7_s2,er,28,260,0.7,2,random,bk_pivot_bit,1,71,0.00017608306370675564,0.00017541693523526192,0.00018116715364158154,5,183,,,,4.7
er_n28_p0.7_s2,er,28,260,0.7,2,random,bk_tomita_bit,1,71,0.00019862502813339233,0.00019791699014604092,0.00020604208111763,5,135,,,,5.0
er_n28_p0.3_s3,er,28,105,0.3,3,random,bk_basic,0,386,0.008208958199247718,0.008187792031094432,0.008385707857087255,5,10841,9381,0,0,68.7
er_n28_p0.3_s3,er,28,105,0.3,3,random,bk_pivot,0,386,0.0019522500224411488,0.0018912500236183405,0.0021300828084349632,5,1931,652,6110,0,67.3
er_n28_p0.3_s3,er,28,105,0.3,3,random,bk_tomita,0,386,0.0016669169999659061,0.0016068750992417336,0.0018340421374887228,5,912,17,2250,2250,67.8
er_n28_p0.3_s3,er,28,105,0.3,3,random,bk_pivot_p,0,386,0.0026184588205069304,0.0025377499405294657,0.0028325840830802917,5,2877,1596,5139,0,67.3
er_n28_p0.3_s3,er,28,105,0.3,3,random,bk_ikgp,0,386,0.0017906669527292252,0.0017304997891187668,0.0019527908880263567,5,1060,156,2259,2259,67.8
er_n28_p0.3_s3,er,28,105,0.3,3,random,bk_basic_bit,1,386,0.005188790848478675,0.005178041057661176,0.005231457995250821,5,10841,,,,8.0
er_n28_p0.3_s3,er,28,105,0.3,3,random,bk_pivot_bit,1,386,0.001244707964360714,0.001243166159838438,0.0012635409366339445,5,1414,,,,7.7
er_n28_p0.3_s3,er,28,105,0.3,3,random,bk_tomita_bit,1,386,0.001310958992689848,0.0013102919328957796,0.0013188750017434359,5,866,,,,8.3
er_n28_p0.5_s3,er,28,185,0.5,3,random,bk_basic,0,144,0.0007139171939343214,0.0006874168757349253,0.0008385840337723494,5,1056,668,0,0,33.9
er_n28_p0.5_s3,er,28,185,0.5,3,random,bk_pivot,0,144,0.0004232909996062517,0.00040491693653166294,0.0004837079904973507,5,463,114,1123,0,33.7
er_n28_p0.5_s3,er,28,185,0.5,3,random,bk_tomita,0,144,0.0004865000955760479,0.00046916701830923557,0.0005570410285145044,5,314,19,697,697,33.7
er_n28_p0.5_s3,er,28,185,0.5,3,random,bk_pivot_p,0,144,0.0005133331287652254,0.0004973330069333315,0.000560541870072484,5,621,260,869,0,33.7
er_n28_p0.5_s3,er,28,185,0.5,3,random,bk_ikgp,0,144,0.0004941250663250685,0.00048225000500679016,0.0005281658377498388,5,364,68,620,620,33.7
er_n28_p0.5_s3,er,28,185,0.5,3,random,bk_basic_bit,1,144,0.0006006669718772173,0.0005994169041514397,0.0006151250563561916,5,1056,,,,6.6
er_n28_p0.5_s3,er,28,185,0.5,3,random,bk_pivot_bit,1,144,0.00039158319123089314,0.0003899580333381891,0.0003989159595221281,5,438,,,,6.3
er_n28_p0.5_s3,er,28,185,0.5,3,random,bk_tomita_bit,1,144,0.00045229215174913406,0.00045112520456314087,0.0004605420399457216,5,312,,,,7.0
er_n28_p0.7_s3,er,28,264,0.7,3,random,bk_basic,0,80,0.0001767091453075409,0.00016762502491474152,0.00022416701540350914,5,238,75,0,0,30.0
er_n28_p0.7_s3,er,28,264,0.7,3,random,bk_pivot,0,80,0.00016912491992115974,0.0001642908900976181,0.00018970901146531105,5,188,32,342,0,30.0
er_n28_p0.7_s3,er,28,264,0.7,3,random,bk_tomita,0,80,0.00019958289340138435,0.00019408389925956726,0.00022695795632898808,5,145,8,247,247,30.0
er_n28_p0.7_s3,er,28,264,0.7,3,random,bk_pivot_p,0,80,0.00016208412125706673,0.00015862495638430119,0.00017550005577504635,5,188,34,228,0,30.0
er_n28_p0.7_s3,er,28,264,0.7,3,random,bk_ikgp,0,80,0.0001866249367594719,0.00018425006419420242,0.00019562500528991222,5,149,12,204,204,30.0
er_n28_p0.7_s3,er,28,264,0.7,3,random,bk_basic_bit,1,80,0.00018562516197562218,0.00018337485380470753,0.0001947090495377779,5,238,,,,4.7
er_n28_p0.7_s3,er,28,264,0.7,3,random,bk_pivot_bit,1,80,0.0001750001683831215,0.00017304113134741783,0.0001827501691877842,5,177,,,,4.7
er_n28_p0.7_s3,er,28,264,0.7,3,random,bk_tomita_bit,1,80,0.00021279207430779934,0.0002127080224454403,0.0002189998049288988,5,148,,,,5.0
ba_n28_m3_s1,ba,28,75,nan,1,random,bk_basic,0,507,0.08098970795981586,0.08081954205408692,0.08170870901085436,5,103340,101160,0,0,67.4
ba_n28_m3_s1,ba,28,75,nan,1,random,bk_pivot,0,507,0.002205834025517106,0.002142874989658594,0.0023966250009834766,5,2151,332,8216,0,66.7
ba_n28_m3_s1,ba,28,75,nan,1,random,bk_tomita,0,507,0.0019526251126080751,0.0019174590706825256,0.0021418749820441008,5,1077,2,2589,2589,68.8
ba_n28_m3_s1,ba,28,75,nan,1,random,bk_pivot_p,0,507,0.005949582904577255,0.0058840420097112656,0.0062937079928815365,5,6165,4278,15504,0,66.7
ba_n28_m3_s1,ba,28,75,nan,1,random,bk_ikgp,0,507,0.0020010420121252537,0.0019499589689075947,0.002187125151976943,5,1132,48,2602,2602,68.8
ba_n28_m3_s1,ba,28,75,nan,1,random,bk_basic_bit,1,507,0.04415316600352526,0.044061125023290515,0.05137045797891915,5,103340,,,,9.5
ba_n28_m3_s1,ba,28,75,nan,1,random,bk_pivot_bit,1,507,0.0024188749957829714,0.0023176248650997877,0.002504875184968114,5,2866,,,,9.0
ba_n28_m3_s1,ba,28,75,nan,1,random,bk_tomita_bit,1,507,0.0018654998857527971,0.0018621250055730343,0.0018782499246299267,5,1109,,,,9.9
ba_n28_m3_s2,ba,28,75,nan,2,random,bk_basic,0,315,0.056803249986842275,0.05625287489965558,0.057835042010992765,5,72275,70448,0,0,66.9
ba_n28_m3_s2,ba,28,75,nan,2,random,bk_pivot,0,315,0.0023032911121845245,0.0022558330092579126,0.0024975831620395184,5,2233,669,8926,0,64.7
ba_n28_m3_s2,ba,28,75,nan,2,random,bk_tomita,0,315,0.0015380829572677612,0.001488290959969163,0.001699207816272974,5,770,1,2073,2073,68.8
ba_n28_m3_s2,ba,28,75,nan,2,random,bk_pivot_p,0,315,0.0025611661840230227,0.002482041949406266,0.0027069998905062675,5,2671,1063,7324,0,64.7
ba_n28_m3_s2,ba,28,75,nan,2,random,bk_ikgp,0,315,0.0015353329945355654,0.0014934157952666283,0.0016669169999659061,5,780,10,2067,2067,68.8
ba_n28_m3_s2,ba,28,75,nan,2,random,bk_basic_bit,1,315,0.031366416020318866,0.03133533289656043,0.03162983292713761,5,72275,,,,9.9
ba_n28_m3_s2,ba,28,75,nan,2,random,bk_pivot_bit,1,315,0.0012412911746650934,0.0012310410384088755,0.0012528749648481607,5,1442,,,,9.2
ba_n28_m3_s2,ba,28,75,nan,2,random,bk_tomita_bit,1,315,0.0011854998301714659,0.0011837908532470465,0.0011964167933911085,5,714,,,,10.4
ba_n28_m3_s3,ba,28,75,nan,3,random,bk_basic,0,179,0.14211687492206693,0.1416650409810245,0.1435624579899013,5,188944,187746,0,0,71.2
ba_n28_m3_s3,ba,28,75,nan,3,random,bk_pivot,0,179,0.001794917043298483,0.0016965419054031372,0.0019694999791681767,5,1475,403,8160,0,70.4
ba_n28_m3_s3,ba,28,75,nan,3,random,bk_tomita,0,179,0.0010264168959110975,0.0009519169107079506,0.0012162080965936184,5,449,2,1394,1394,74.0
ba_n28_m3_s3,ba,28,75,nan,3,random,bk_pivot_p,0,179,0.0051599168218672276,0.004975958028808236,0.005292375106364489,5,5049,3909,15495,0,70.4
ba_n28_m3_s3,ba,28,75,nan,3,random,bk_ikgp,0,179,0.0010546250268816948,0.0010013331193476915,0.0011477498337626457,5,450,3,1391,1391,74.0
